words,sentiment_coeff
fqr,2.0255377819433593
wtt,2.461952000933355
ljmy,1.645782072050723
ws,1.4885029914082935
bia,2.0462621871735687
gb,3.132877120122835
ttklm,2.1597838310314565
srt,1.5741166774504756
blf,-1.8923308273904762
religion,2.0394707302836963
understands,-4.4020271275253275
dayo,1.6829358028663366
amo,1.4969354192147057
alguem,1.5673698598718062
mensagem,2.796633641852815
estado,1.7694498471673223
comigo,1.8350055530596094
dizer,2.1937679092767417
gazui,1.5657623304054589
noyu,1.6279746931085042
sonohou,1.7506109384744828
querer,2.1534424882933227
fy30,1.4016882476032198
ltnsy,1.2935491354402389
jj22,1.099705238255202
dmp,1.4635566317547182
shun,2.3408490044588843
shika,2.4605045858911603
fym,1.8266119367823461
bq,1.9122078180768765
nsyb,1.8363904657761714
lrhm,2.1354160835302993
apexlegendsar,3.5007142437919025
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.2148886551327047
sorena,2.5618538516553246
shyh,1.8472437933726562
fhm,1.83145878913632
moshi,1.8696545239945095
nichu,1.5553795520961389
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1.8387347307401327
mim,1.6244613177507519
l4xiz,3.2450691492899892
saudade,1.5805422263838553
filha,1.7514813978983916
klkm,2.065680988612195
fou,2.23953869410365
qlt,1.7260674752042675
hss,1.894452860829196
notification,-1.6244047243331705
lfy,1.35738328497357
wlf,2.279805978307368
ltwsl,1.6492610075557275
whdh,1.6155168236579223
ndh,1.5430173785456425
mlbs,2.5097529184812624
tfl,2.146654728073986
bnt,1.632068559458999
wrb,2.76682405004491
snyn,1.9354877633588274
harry,-1.5850011386619367
abdul,1.358935020076428
rahman,1.3963116620157148
mhl,2.248925705676416
dhhb,1.9441567389981864
qymth,2.5659519630075875
lmwqf,2.8871598548360056
ytm,1.7496679675989206
fyhm,2.5062153347143696
rjl,1.664725577797322
0055,3.4434100647516828
rftk,3.4769301754105286
mny,1.6767234168595084
mnkm,1.801957416828072
hzb,2.6533340622770907
akhr,2.3055080809704185
lhz,2.6079902604888874
lqlb,1.6478640428057998
ishimasu,1.473196415925553
3yue,1.804994459463007
or291,3.004024415358877
blmsbq,2.135714413076486
stwr,2.9633596864769753
mryky,2.6521588760971
wbltwfyq,2.668589943792879
sl,1.4683780192688356
wslm,1.7693670290950785
shbk,1.6721146820346626
este,1.3016132562395513
geng,1.3933895465294153
goodbye,-5.779305718950207
htyn,2.1288128209675956
ywsl,1.8478966853206915
lkwyt,2.1632135267146473
lls,2.127182704141901
wlm,1.667029880184298
lhzr,1.9383563197184832
qlw,2.30979484419924
skrn,2.304975710773841
ntq,2.299094163859764
lky,2.0440630662727752
ysl,2.7587922387506194
wlyn,2.989833421044918
kfw,1.7087284551353328
vezes,2.12607260018865
entender,1.8444718748886337
porque,1.356164946974481
frente,1.880241521298168
tinha,2.204825439637934
outra,1.7985457144653172
coisa,2.0497821641294722
algo,1.3677217975711315
mudou,2.3888386785587286
mudar,2.2712847227536077
glt,1.8169682686096102
bhq,3.1605942596403067
lbnt,1.5365767433534627
wmmkn,2.0129312922956397
khlf,2.7071499082611097
bynhm,2.366328717873144
twl,1.837407432954492
ltlq,2.7439995212804535
wmw,2.4171181115502742
jysh,1.5869433563305213
blbshryh,1.4190404679691468
lhl,1.9215110374905102
dwry,1.807090625646049
jwd,1.6461751800933815
dhm,1.7346193051235825
zwd,2.203073959012287
uno,2.293718287137436
puede,1.655937143508197
encima,2.2371749931876947
demas,2.29744052330181
fin,1.223253852392424
hp,2.350137674338988
construir,2.364032362984977
505oo,1.7839181158685673
tjyb,2.8234670243896116
zhr,1.8306493308174228
lgyb,2.000175798658429
mariawatching,2.778677623192994
dewan,1.7544536548078695
wdkhl,1.9657252408302388
rqm,1.6935998893529598
jdyd,1.6184352926420054
nswy,2.891923458413624
lmbr,2.3088509304745766
swylm,2.2610598021730692
lhq,1.830133385329671
ybwn,2.239551535581767
dem7,2.0230577205190965
nohui,1.7379498185813471
shiyi,1.9393566390436237
prefere,1.5391173382069627
voce,1.35452282849777
fazer,1.4192558509413926
pessoa,1.7885770815910242
entao,2.7942704975780592
hqh,2.794446240109802
wqwl,2.0962231076065696
wslwny,2.7682416744665113
wofu,1.567065782915075
lslm,1.57338920766225
qdm,1.7658882204046815
bklm,3.0056527159249087
lrswl,2.414339745770066
yhb,1.89334997994805
ysm,1.7932568036689824
wkn,1.566183851301103
bdl,1.8700018473321642
nida,1.5564200266403088
kuang,1.7927727826128854
itashimasu,1.4907290442477807
hamu,2.933020037810503
peing,1.7478137706122898
nishi,1.7052353598157548
lfqd,2.3650286846723474
lys,1.8231307217157515
tsyr,3.2933571706112663
lbs,2.5612971119640124
lrhmyn,2.2270100980240533
ana,1.4575412428089487
mkh,3.126883563750803
ktr,2.567497218019674
hj,1.7846245979292787
dreaming,-1.855211551806509
btrd,1.8744937283531706
estoy,1.6379621677136351
haciendo,1.6765360324355552
yqwlwn,2.0096822306764963
hacer,2.151466919340263
uso,1.7055156281602315
medio,1.9949282042761394
termino,2.09651691065318
sans,1.1438017184515226
kfwww,2.440554002310224
noite,2.33170609008555
lhr,2.0800415115511903
lshdyd,2.1942103357916958
tentando,2.477328217812146
pegar,1.481379097780147
consigo,2.4049754942941624
ruim,2.6545764471476976
ela,1.3299527535500675
socorro,3.1086659283161464
obibiniboafo,3.007790027342883
dropping,2.444494156589241
ojbbkmediaalliance,3.8407190252925947
cconfissoes,3.1174424426707765
hasta,2.1600811765015777
wswlh,1.5082417346071604
lhsby,1.8380211446738757
seu,1.540785678836076
corpo,2.6579236610840473
arigato,2.053860874558506
totong,1.7467865019745548
nick,2.3318742260324727
dando,1.871536274760186
aoineko2004,2.550683581906381
sdd,2.428570227797561
frjt,1.8942939458935886
mshhyr,1.9912278619737593
wmtb,1.949054130937699
ynhm,2.4476615792926464
lkrm,1.8938476256778638
mimiga31,2.272431999096005
mizukiclaft,2.288161729453284
idesune,2.2881765265919856
presidente,1.3285958763154082
nayibbukele,1.6771382389281508
salario,1.6428897837624694
importante,1.4370094837021727
salud,2.3093121618012287
wlly,1.8862773978439753
psychopathica1,2.252879548187386
abro,1.8005444702351132
hilo,1.6036446249117553
wit,-4.759007577665629
fwlwmn,1.4247041984930504
dyfk,1.1422205178621396
flower,2.607207570446337
shfn,2.425079120094286
nsb,2.399117810076939
khl,1.7418247292835702
flws,2.2548413700922527
mdry,1.6692606441584137
snh,1.9053440350525457
ndmn,3.462324834115736
rang,1.4805591231236281
luan,1.458616234444862
persephone,1.5064120546770252
rajai,3.7327392328786666
ibriliant1,4.110926074376152
bslj,3.9404962123735947
melhor,2.0445858197863345
lnflwnz,2.7082021058598627
tkml,2.3540553659667
dgt,1.6503784490957087
wshkr,2.589462433168868
zyzy,2.7412502353123482
threatening,-6.566566970884272
nwr,1.7369568780750455
880,3.0393107722053165
areej,3.372045463855675
g22,3.5094399110490584
00000a22,3.5716691485724446
tswyry,2.3848113600265037
kdhb,1.9953137358386268
yshh,2.120729959961915
ltswyt,2.293535696945921
ntm,1.669224939383884
lmyn,1.8977260603804669
nhm,1.630187287620973
sbhnk,2.5278668202742547
shhd,1.867514635442733
lsbh,2.059759880677745
wmn,1.6040938333086006
omg,1.4622307010223805
lhlw,3.367076593047011
parabens,2.575769099539677
vem,2.0259151128820596
gtfotttt,1.7721558149554162
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1.3046134179499125
kile,1.265829397278877
rwd,2.261128665916792
hfl,1.9422039790891203
mkhtlf,2.2894417071669846
sknh,2.106214268577257
jnth,2.303867965170095
tksb,2.1873461162663
wbs,3.1640432720108467
lmwn,2.430394314850302
wlnswyt,2.7411340298818794
ykhdh,1.6952796417200773
wql,3.243638296467363
boa,2.1666647018931386
flash,2.637205025500851
ultima,1.5145800332004353
fui,2.096256869304787
voy,2.641303008402031
yw,1.7713154488547336
hjr,2.9312182775454585
lrwtyn,2.9163170070233106
shrk,1.565370331623442
bydy,2.3853622178145923
lmsbqt,2.320228947878189
byh,2.7291708645617128
tht,1.2609753928453475
jogando,1.4578434646003566
importa,2.3068820912423478
hola,2.062752711489804
konoshi,1.9231214740319587
nilai,1.785535377901708
dmk,3.199520673867802
espelho,2.4616653416805985
daa,3.7759965691303763
ywld,2.7542704291322937
kmy,4.402516214367848
htw,2.3094812183275133
bhr,2.3984816987940825
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.243233095815773
kkkk,2.0416865033500127
whdy,2.756566536945807
wktb,1.8659464135773134
mdyn,2.182716809946268
angalau,2.699481792556222
tahun,1.9822215154092213
mlnangalama,-2.419297720325596
edge,2.169535501202721
kawaas1,1.993269297251704
kalindamwene,1.0473758916625922
kwn,1.8179956812535367
hb,1.6528212154136963
rslh,2.441470316359816
wlk,2.603519422382283
webale,-3.441250073498502
okuva,2.9888883941712323
nicheng,2.150615896379026
nkd,3.2501036651865176
jzk,2.4439310752446906
aalali55,3.10051093577274
nande,1.7719838921152442
aun,2.7958901866442067
yshbh,3.2760077787839643
0zilii,1.2267635706515552
shbb,2.9915567364281284
299,2.492389682627159
yqwlk,2.8776433586300922
dkhlyn,2.9014675496895057
mrd,1.8940777375029871
fj,1.9933211667582234
wfj,2.4480133165481575
kidayo,2.550608338581007
momento,1.5934988978660418
sui,2.022267816933086
wafy,3.2333467413981416
tthd,2.7224448322490633
lnth,2.269835011074591
3zo,3.424276311180891
tyr,2.4582054337399715
erwaaapp,1.668695694152563
lamst,1.4964938602235105
ellarr,1.5453141549371123
moda,2.1606665311735633
18ri,1.495398061490585
mano,1.892952777513551
sua,1.8071194365453458
fluminense,2.368468741659599
diz,2.661106921547027
cabeca,2.978452515910269
tal,2.6920148900491396
mal,1.2938561146709564
junto,1.9794866038359074
qrb,1.8629540278308228
wnty,1.8391786603535198
wst,1.96173585736041
nixing,1.4966259758373583
twsyl,2.0486171346588695
hkm,2.1044994313067202
essa,1.9404134876773222
deshao,1.7251500740913144
siempre,1.3091641478352478
pueblo,1.774657288425344
reru,1.730662491069361
primero,2.2101040707111252
a6u18,2.134940749951559
noyun,1.7574707966683358
hazhao,1.5711621988037026
rimashiyou,1.763169179756733
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1.9128438581104013
diputados,2.1311748865439664
dinero,2.336570004458644
sin,1.2986245741796196
mis,1.2175242479960897
shiteruren,2.219785868773941
sonho,2.515531671564983
varias,2.377548378602966
qym,1.75201752584286
nfshm,3.105289629859963
cun,1.8669951877047206
noguan,1.8884728013357222
mtr,2.951265117608456
fucking,-4.589807877500462
akira1552,2.9340073711527666
fariscoin,2.7609924591242283
mlt,2.1704894366366405
wkyf,2.6511763072497887
reka,2.7961457553683875
gaben,1.756315815904437
anonymous,1.7306112466478654
lyou,2.1507999602595387
iirsmh,2.254218143109328
khlq,2.128027027313079
lkhnzyr,2.2990953986000173
bny,1.7696296211520657
goying,1.6577460125981291
hazuredesu,1.608567982579525
5/21mademei,1.5931508991876948
chiyarenzishitemitene,1.5828221725721066
huamimanohuratsupe,1.6902325559913585
ole,1.6292775548430267
turki,1.7276997936190361
alalshikh,1.6684160101270353
ssuwailm,1.7253843585932949
nsr,2.147244103320289
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,2.9244202103291097
lwd,1.7969523468427173
yatsuta,2.4551781437165245
karashi,1.8739934190483054
hake,2.051839867147172
ozao,2.458570403735018
uyu,1.7194142003796011
^o^,2.0987071581433225
lmsbqh,1.511038748865663
ltwfyq,2.4586116849141977
khlved,3.303324745750659
shite,2.073449657196428
benefited,-6.07996200512048
sdr,2.438344764468788
qlk,2.5670213749818345
lsbb,1.745763409679326
kun2,1.847165522334151
qadri,2.6923467150767473
whb,2.7747389885633975
ymy,3.197307732504103
hlyan,2.9938279587311216
ynf,1.5613313185630628
v2x0,3.764425934618861
mohamdz78,3.5257670949469837
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.7481754202332116
urara7,2.032745553605941
llsf,2.1804124197301777
shemei,-3.529385188131316
lwrd,3.7061945830516922
lnhm,2.264427364732318
yhbwn,2.4851048750442146
kigogo2014,1.4217077168889003
mtaani,1.6632652723819248
wewe,1.4042452462830615
lala,1.711691725167613
unaenda,1.74029194716503
kazini,2.1872250301503473
ila,1.3800150994968952
maisha,1.5013190498226558
wazazi,1.7441201640165587
wapo,1.507726507450973
kuwa,1.4492970103414304
ambae,2.258133579560344
unajua,1.5742579484483485
shule,1.5617066524068484
uwezi,2.743474907590573
d7xmi,2.368403624394459
ysthlwn,2.6693914465844117
tnm,2.628828089876744
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.745019348564838
tcg,2.4258555093911265
lzm,1.6086758019821015
yqdm,2.752713143572994
nsh,1.9540528102257624
dt,2.4611774425599875
wa7eed,2.099133744165262
ykhy,1.707183434697689
ksh,1.2213041531988693
tfwq,2.2664243011355594
llykt,1.8906226434610955
lmtlwb,1.9342108881436744
bwqht,1.6118738947919078
wobao,2.5880243303327073
lbwndslyg,2.409334284579178
lary,2.8448132720250854
qlwb,1.9278109666897139
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,2.988402677023965
ljn,1.6323422917954815
bndr,2.584839275593335
hfzh,2.8128102976281943
smnn,2.3014650974407505
twfyqk,3.040284463313158
mbdr,1.8636228084660582
dyny,1.8227889731196267
wlkhtyr,1.7116930185803971
lmmlk,2.499307596514632
brd,1.885074650368086
thly,1.883485664552834
lthlth,1.6728757699880812
lrb,1.7042581957745475
khlh,1.7664997272331469
jmhwr,1.948020247848976
kyd,2.101870016718102
lhjr,1.9274825857640983
khlny,2.231621520109669
tfhh,1.923176532694304
xiong,2.276764864856314
ting,1.4480874278380664
rslt,3.2688428680409642
bsh,2.3798598965433397
morale,1.4879538808250297
lmrh,3.046457765492793
trykh,1.6538061831304463
htzm,3.1049848125680684
hqt,2.0425384308825962
shfth,1.9568143135930813
mwm,2.337883796396867
syy,2.984692156782846
dick,-2.495967522605557
sbt,2.281714733484893
bhi,2.9797043144938593
ntzr,1.9466400866634317
subi,1.800587621564255
szxxxxx2,3.011969712483675
ysyh,2.699960315781934
ntht,2.2805100775576665
khkhkh,2.6990295105409428
myz,2.7021275504101574
ydytk,2.4700641802629333
btq,1.9862694894624982
19/5,1.6221896493082908
krl,2.6081529409830932
omar,2.1471324867362664
ynwa,3.0824297024671923
nwy,1.9720105758075914
baito,2.2043474434300103
cuis,1.8866391996754117
sigue,2.2387209524118186
tsuteyan,2.285404899884605
cr7,3.4614977834148353
lry,1.8037077608646068
kr,3.1522528498495768
nfsh,1.6466977530453537
tdkhlt,2.761091508709533
habia,2.235645965455869
ahora,1.4805620257096068
hay,1.4995704701605002
mientras,1.2918251455096617
pais,1.7304290513010434
charlie,2.683806975131465
ykfy,1.7895470960483775
7w,4.29485885446126
lq9q,4.384469693563728
sobjzdmqdjpusrc,4.756525896540573
xatbb5,4.780658170309309
4ayuob,4.3254078909603635
riyadh,2.95447862023009
alsulme,3.1952275874158333
nqwl,2.3561451358496996
tsutexing,2.1530946164396876
thecoolestgirl0,3.2753808199257572
asq,3.4226474207835587
lgbnh,3.6738791041187397
wjh,1.8770456714380932
aca,2.7129267557744146
argentina,2.142940740684465
cahn,1.6544326741065758
nosi,2.314737052203522
noli,1.755372240758809
haxi,1.9415861585885454
lqdm,2.033707520401588
estamos,1.535345209416258
gobierno,2.1687182928777293
hace,2.1135258175990645
falta,1.4512596707486534
tambien,1.499681643089208
millon,2.3702561138391447
infectados,1.9609927138142234
parece,1.759576064588997
economia,2.741565121178542
acuerdo,1.6811131937216524
problema,2.0096427320011876
cuando,1.526058533811274
maiiithhh,3.0603559023567724
maitho72,2.825480882635123
wjd,1.939979741845404
hlwh,1.8754491202000223
iwaadyr,1.9541532519756686
shtygn,2.0188784478540667
yql,2.422620558172631
rkd,2.6437178431183423
yoia,3.182405173960509
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,2.199021880556639
hsbth,2.5254377441677476
slfh,2.7561040073759897
8iisn,3.623628882964475
dhbh,3.1200944612688972
nqsh,2.3679777818020344
khty,2.8409841409757433
khryn,2.0811549025950304
haa,2.422539641779417
khlwn,1.9427890310587628
nnm,3.176094940420129
wtr,2.5078716641029217
mshllh,2.654686421998863
ltwytr,1.8137025270540676
twkl,3.778392627567524
llo,3.53856157682422
kk,2.5018994502653724
debut,1.1582926465021501
poster,1.7389144422663152
asa,2.9105408246990128
zq,2.4113931520766583
adc,2.013095359748804
pq,1.3220345379061453
urf,1.7508422208816854
bem,1.4929926085028804
jogar,1.5648697450340978
kht,1.8351621316098037
qtn,2.3943026484612067
lang,1.5839644933172599
teemo,2.4436681051927613
assim,1.8771494255028307
primeira,2.7172042924358477
impressao,2.6304841889280803
proximidade,2.61805489139859
gosto,1.8701463330618813
ppp,2.8246933620550916
quiser,1.943491087313207
jhzyn,1.686155829327669
lmshhyr,3.2359197895645924
blsnb,2.587044051230533
sht,2.31369903390567
cmg,2.060987794316339
vamos,1.3601192898213448
amigos,1.844098784055123
quero,1.967794922396408
passa,2.8176283568893807
sb69,2.088048071406336
lwb,2.076301486539127
lshhr,1.7421937444801463
lkrym,1.7509380635795175
s95,3.815253078689838
iuterqs,3.4696098699817712
rwhy,2.1574096820482107
8s,2.7525963779011464
^,1.517847314430595
juntos,2.080370684554224
hax,1.1414917498298696
khtmt,1.9621836041960663
lsw,1.7849017496663495
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.136302211357677
lfryq,1.8382786145737788
styles,-1.578406800501624
watermelon,-1.827009820231554
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1.6593400323729879
des,1.1489915301237092
bola,3.5654071408551253
dicen,1.9853761743371698
eso,1.7230778456417606
alghamdi060,2.7947795356608065
yj,2.0867530562015415
tkfyr,3.114023814904224
comentarios,2.249419527231243
bby,2.2775086506369084
mmmm,2.5129807304856913
jn,3.3470027049655684
bltswyt,3.53643992175098
jbt,1.676924646957961
sdry,1.8926243102759297
shyy,1.7109660199584575
kfww,3.1475858791644447
feliz,2.208557887876971
hizo,1.378872445902924
dei,2.0775843818543795
ganhei,2.821544367940616
oti,1.9642033115300923
fhy,2.3372513928686423
sides,-5.842827294841772
cobra,3.3945671541844997
inimigo,1.9488823915002722
qtl,2.731672616686273
tojian,1.9146233430344917
gihe,2.5645881272775606
miyuumiyuu,2.0522089802742327
gachiibezhong,1.9709512393410762
312,1.62815693666924
422,1.8456615428523038
523,1.8703346059598664
yrzqn,3.177168306201332
sundus,2.680639114824352
lhly,2.0731973782052684
l7,2.2314472261090477
rtbh,2.1092929999795156
gl,1.7660985875608595
beret,-3.7429929076651045
wud,-4.024603806057651
moeka,1.3441031137040444
ldr,1.9086025166403051
nby,1.788864825742318
deivi,2.6770218804518486
fiquei,1.9446059382179166
entendo,2.7292551231905007
kkkkkkk,3.2084297286912515
nymr,2.831161971616875
douzo,2.109570923417518
lmshkl,2.829840181559246
wbqy,2.2373234174926457
shlh,1.7938316129018337
mwthwq,1.789914912027935
rwf,1.8995178475922576
wyqwl,2.932952725435583
llbnt,1.739470868616211
jh,1.842986381777674
shmw,2.0721296564023004
shl,1.6494339462800873
ysyn,2.527837121197444
mtdry,2.404389062122913
reteta,2.375984922502237
bwy,2.341040024514743
mwb,2.019974920103504
shnk,2.7150048688718598
ljmhwr,2.2398264155498757
btl,2.0214532746539473
ysthl,1.6780842181821571
wlshb,1.918452222413396
fut,1.2908732326585
fyf,1.7170927281499908
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.877479463051559
rou,1.4190406016413815
hali,1.4925305746452902
swrth,2.981523654626045
blnsb,2.8211830468101664
rydy,2.082654538297979
hdth,2.753761183159126
oqi,1.9400596313099403
tui,1.8400744507707074
qlbh,1.8754677924787198
kthyran,2.304239114055185
yrbwdz,1.8816578093503364
bltwfyq,1.5318134112633168
yktb,1.9447505884594676
acaba,2.433126969357147
usar,1.5608668598229525
salim99,2.8861497814976227
sjyn,3.2319901488936655
rml,2.0789759466664215
mblg,1.5204782294490171
ldl,2.9866841811784925
wswl,2.2188932487228312
tyn,3.450916006255732
mrwh,3.4122177944577294
7iiiiiii,2.976348924813953
d15dqyqh,2.33941213995895
lrt,2.5524615254017804
thwbt,2.5132544594440613
hrb,1.916747974610426
marry,-4.226155409918155
shkran,1.965492581177853
ljmyl,1.7131300329602412
lndn,2.1623557626027763
tqd,1.7990997220444571
rzq,2.41982091912771
gashi,1.8209825416403482
heng,2.114861732023948
cyrus,2.858821441350312
historia,1.6194941581186695
eps,2.268003819684834
album,1.5247962056888065
tshwf,2.202772969683567
ystr,1.9574068967362248
tlqh,2.659036964169605
mohammed,4.6445803090909
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.559532659011309
lql,2.3712657342670873
trwh,2.6857192488970068
tjy,2.4056448597409514
lwqt,1.863836617410927
yrhm,2.6226860400723218
hlk,2.8707229780906087
wqf,1.720736093647164
sb69a,2.5339909766497963
fth,1.6580354900162666
shfyh,3.260667729938219
finalmente,2.8647166892826905
peguei,1.84180076481255
qwy,1.766602876383857
yohei,2.645373920809229
0312,2.346561067004661
kani,2.681176054612811
llhyn,2.583988190178564
nskh,2.167985554252541
fshltn,3.788052705033068
thetalalsam,3.265542060056498
leagueoflegends,2.5921402761308796
0lxo,3.098284903376905
muwthq,1.8904588115588643
lstlm,1.6596063448115668
msyb,3.6443769487287034
ljd,3.500930684607171
sy,1.5973645178248201
nf,1.9702242132465382
yasuo,1.747662261984178
mil,2.524948728463878
xd,2.552058949359939
nhy,1.7152741955445052
wtwytr,2.6235504807875176
darle,1.6788462347006279
primer,1.477598685730989
wty,2.1965055097106436
fllhm,2.227503033479811
partir,1.5080075795728294
barbijo,1.7133699266674345
obligatorio,1.4427565043312536
dentro,1.7788860215028022
auto,1.9614219325156115
slm,1.7396866962320643
rsmy,2.413270058620333
htj,2.2625283454775733
hyk,2.7935656413260164
qhtn,2.835196481278304
conheco,2.373219636853539
muita,1.7119614921261836
ldhk,2.483742961457344
llawha,4.19948956471937
llawhu,5.236386032466569
swk,3.681494182097388
wdn,2.246358093292701
qry,2.1994227002073825
falo,2.504802228999975
hty,2.5781094880451123
wk,1.8193802672114034
qy,2.0420794017276687
wfrh,2.538516199099153
mnyty,2.6483702551501147
fase,2.6435075639769083
quer,1.930366991334163
shfyk,2.985037836750844
lswdn,3.0874953157983622
hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,3.209092412412652
yhfzk,3.1162650366899096
g18197271,1.9582867296532136
wljy,1.874264266525137
oi,2.5387002418123052
saber,1.5899076385195774
jesu,2.63453242021826
ae,3.452921999861346
vao,1.7007855044419278
hhhhhhhhhhhhhhhhhhhhhh,3.6438427966448677
edu,-3.0950949220389217
pokemongoapp,-3.132285976219954
gengar,-2.9714215947282097
tmfaisalx,3.6724379465732104
bldbt,3.13868978835785
krmn,3.1245440526507218
lmt,2.132485111207339
tnthy,2.536106783913778
ao,2.923644550079082
ytwkl,3.5519885062420062
woqi,1.9114077158961507
ybd,3.0553071121715525
wzk,2.0911234628122064
nbyh,2.473346480257967
ylh,2.168497274523977
lftwr,2.3763689980372678
1923176092,2.8736066163333143
zydh,1.9530817559842286
tdry,1.7199328251410673
qlyl,1.8077365628962823
lyyk,3.2707124067477835
dkm,1.963344788234616
wn12313,1.1756147378562167
m7ed0,3.733798464497491
causa,1.7660974846200606
shh,3.220453258219703
lqh,2.261534988652144
wnk,1.5555595313342407
qymh,1.8132815250426888
fkn,2.634583708869579
jwly,3.1510212233677164
jw,1.8165049937431754
myr,1.9836977861375626
espero,1.4527067188315888
shryk,2.8105941330213526
ljy,1.5197309279188893
zh,1.6033075144627826
qm,2.5080115698589145
qahtaan,3.58458696004998
saudi,2.7415985686580804
moc,2.1990908106699494
ljb,2.1046955093955018
lthqf,1.7009147640238167
lshyh,2.4950350214839947
igual,2.116123053674141
yhbyby,2.0953502604776792
lslfh,1.7797277081805047
harutn,1.7659534577933742
pablojavkin,2.115862022168642
abrir,2.2596216076452413
hermano,2.7548459174146127
cuarentena,1.465236679240592
mouaz,3.815817235380484
rambo,3.793491986113258
xoturkii,3.179832219784409
fwk,2.8938182175500033
hsyt,3.5129726018116494
lkht,1.74591177591398
hacao,2.094832441674851
kz,2.9329065887279158
hz,1.7531140228314108
22w,3.4318467995872357
0l0ld,2.9309598328113524
ywmyn,2.4621586915282054
wqth,2.056835352619322
fwzyr,1.7164531477311955
yslm,2.5524828205492294
wzr,2.108455262393276
jbtk,2.426853992825095
kdhlk,2.4895783890122276
ljwl,1.8977482771543233
sony,2.360323395112077
amed92,1.6493309680751878
noban,1.7737428277313012
tiao,1.771751491347134
zhui,2.255623441998602
lshm,2.580514656765849
hwlt,3.397329816074684
wsf,2.4860261122945952
flh,3.169355754004594
juan,1.450993830631515
2fen,2.0991655463074435
hazimemashite,2.924804314861757
nfwz,1.8497937883613262
sbny,2.394083805882607
lrdwd,1.9120375948258401
bitter,-5.887917683921361
shkly,2.39566085663862
lthbt,3.016095399683177
deqi,2.012860897244418
pao,1.8279863344772576
abdq0,3.4861646774421278
wdyh,1.8361182146967503
ndhm,2.1712949774863906
jry,2.480251573788978
ljl,2.31340392543171
dhbb,2.816532295454827
lswm,2.775971546753535
lr,2.619436174917462
cattle,-4.120616565954259
wyrj,2.186623519332877
linda,2.849447249909807
sdyqy,2.4872883099786516
zlh,2.2844330709157155
rfhm,2.568962736081732
jld,2.759461382140105
rqmh,2.6379151294601453
matei,1.3516084765390828
69,4.6685180065692515
ebay,-2.2731630612429927
gly,3.1431224700436013
ripuarigatougozaimasu,3.3029494884417905
shq,1.6062529178912677
jrh,2.314373916951641
mens,-5.355809620824753
tete,1.3550425681762026
kookjin,3.13756162169434
shorts,-5.172170418841392
keopi,3.0285260193189996
jan,3.902177890691185
bora,1.6268268882718937
slim,2.4201406784577517
collar,-2.3881662944005457
moath,1.6812748849453134
aguento,2.0996471457399912
s3doon2022,2.951396381856582
gritando,2.3228568861297365
qun,2.131045273635166
jy,1.4823503646774205
nadie,2.0223863515604865
scarcastic,-3.357530474777748
vintage,-5.685927283954774
bwh,1.6339043728452733
khwh,2.6640877286073867
quieres,2.4946805234448353
haz,1.9059404495654635
suerte,2.2467875440916303
nq,1.886684398648367
endless,-4.351602605248947
dwl,2.01392047697589
lmkn,2.474678558672262
ia,1.8462751216093332
yrbw,2.708085781955179
yman,2.2760875062981567
nqs,2.439254376562944
karma,-3.489999500445832
lux,2.632743328124811
maestria,1.833633087786213
dw,1.616238001007332
dlyl,2.43090630356721
hein,1.5579567487424189
cuz,-3.5946486735162306
sozinho,2.9009172232844898
wrk,2.0436593032734547
hsy,2.984282899942182
